,title,deputado_id,year,number,full_ref,vote,sessao_id,date,type
2717,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",530004,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
6769,"REQUERIMENTO DE RETIRADA DE PAUTA",526835,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
17454,"DVS - PSDB - EMENDA Nº 8",532006,2011,539,"MPV  N  539 2011",S,273,2011-10-05,MPV
17628,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",530209,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
959,"REQUERIMENTO DE RETIRADA DE PAUTA",528183,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
8332,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",533309,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
21349,"DVS - PV-PPS - EMENDA 64",530183,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
19581,"REQUERIMENTO DE RETIRADA DE PAUTA",528067,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
21726,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",530108,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
23769,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530085,2011,532,"MPV  N  532 2011",O,208,2011-08-17,MPV
23056,"REQUERIMENTO DE RETIRADA DE PAUTA",525428,2011,61,"PEC  N  61 2011",O,316,2011-11-09,PEC
4529,"VOTAÇÃO EM SEGUNDO TURNO",521814,2011,61,"PEC  N  61 2011",S,331,2011-11-22,PEC
2639,"SUBSTITUTIVO DA COMISSÃO ESPECIAL",522534,2011,1749,"PL   N  1749 2011",N,252,2011-09-20,PL
3408,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",530141,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
10773,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",522180,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
13130,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",530158,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
28546,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",530132,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
5398,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",530116,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
4503,"DVS - DEM - CAPÍTULO I DO PLV",521814,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
3237,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",530897,2010,511,"MPV  N  511 2010",N,59,2011-04-06,MPV
12180,"REQUERIMENTO DE RETIRADA DE PAUTA",530111,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
10706,"DVS - PSDB - EMENDA Nº 3",521216,2011,528,"MPV  N  528 2011",S,175,2011-07-05,MPV
17059,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",526213,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
18485,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",521987,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
19737,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",525846,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
16778,"DVS - PPS - ART. 46 DO PLV",530062,2011,540,"MPV  N  540 2011",N,299,2011-10-26,MPV
2313,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",520520,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
29925,"DVS - PMDB - EMENDA Nº 164",533314,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
7179,"REQUERIMENTO DE RETIRADA DE PAUTA",522070,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
856,"REQUERIMENTO DE RETIRADA DE PAUTA",530143,2010,517,"MPV  N  517 2010",A,116,2011-05-18,MPV
24600,"REQUERIMENTO DE RETIRADA DE PAUTA",528650,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
26169,"REQUERIMENTO DE RETIRADA DE PAUTA",530122,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
3951,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",531197,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
24717,"DVS - DEM - ART. 23 DO PLV",522553,2010,511,"MPV  N  511 2010",N,59,2011-04-06,MPV
12306,"DVS - PSDB - EMENDA Nº 3",525279,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
23442,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",526493,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
2624,"DVS - PSDB - EMENDA Nº 3",522534,2011,528,"MPV  N  528 2011",S,175,2011-07-05,MPV
15945,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",521230,2008,306,"PLP  N  306 2008",N,255,2011-09-21,PLP
23712,"DVS - PSDB - EMENDA Nº 18",530042,2004,3937,"PL   N  3937 2004",S,274,2011-10-05,PL
18882,"REQUERIMENTO DE RETIRADA DE PAUTA",530162,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
16213,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV",529135,2011,541,"MPV  N  541 2011",S,287,2011-10-19,MPV
13396,"DVS - DEM - EMENDA Nº 28",525831,2011,1209,"PL   N  1209 2011",N,228,2011-08-31,PL
14942,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",523548,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
23034,"REQUERIMENTO DE RETIRADA DE PAUTA",525428,1999,1876,"PL   N  1876 1999",N,107,2011-05-11,PL
5556,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",525375,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
28010,"REQUERIMENTO DE RETIRADA DE PAUTA",527766,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
23156,"REQUERIMENTO DE RETIRADA DE PAUTA",525474,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
3298,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",530897,2007,98,"PEC  N  98 2007",S,317,2011-11-09,PEC
15950,"REQUERIMENTO DE RETIRADA DE PAUTA",521230,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
1241,"DVS - PPS - ART. 46 DO PLV",530033,2011,540,"MPV  N  540 2011",N,299,2011-10-26,MPV
12417,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",523546,2011,61,"PEC  N  61 2011",N,332,2011-11-22,PEC
961,"REQUERIMENTO DE RETIRADA DE PAUTA",528183,2011,532,"MPV  N  532 2011",N,206,2011-08-16,MPV
17565,"REQUERIMENTO DE RETIRADA DE PAUTA",525797,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
29299,"PROJETO DE DECRETO LEGISLATIVO",530117,2010,2600,"PDC  N  2600 2010",S,60,2011-04-06,PDC
137,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",521210,2008,306,"PLP  N  306 2008",N,255,2011-09-21,PLP
22033,"REQUERIMENTO DE RETIRADA DE PAUTA",530051,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
19731,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",525846,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
28973,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",530208,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
27895,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",530186,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
14213,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",523277,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
6285,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",523570,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
21433,"REQUERIMENTO DE RETIRADA DE PAUTA",530016,2011,532,"MPV  N  532 2011",N,208,2011-08-17,MPV
12655,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",531199,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
21112,"DVS - PSDB - ART. 12 DO PLV",526575,2011,532,"MPV  N  532 2011",S,209,2011-08-17,MPV
29167,"PROJETO DE LEI DE CONVERSÃO",521592,2011,527,"MPV  N  527 2011",S,154,2011-06-15,MPV
26889,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",530140,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
858,"DVS - PMDB - EMENDA Nº 164",530143,1999,1876,"PL   N  1876 1999",N,123,2011-05-24,PL
7960,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",530080,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
21124,"REQUERIMENTO DE RETIRADA DE PAUTA",526575,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
17353,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",530015,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
212,"REQUERIMENTO DE RETIRADA DE PAUTA",525500,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
12856,"DVS - PV - ART. 2º  DO  PLV",530030,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
11718,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",530010,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
15649,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530214,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
17052,"REQUERIMENTO DE RETIRADA DE PAUTA",526213,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
28792,"PROJETO DE LEI DE CONVERSÃO",530069,2011,527,"MPV  N  527 2011",S,154,2011-06-15,MPV
25776,"DVS - PPS - EXP "" OU QUE VIEREM A SER CRIADOS... LEGAIS "" CAPUT ART. 76",530023,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
24035,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV",530064,2011,541,"MPV  N  541 2011",S,287,2011-10-19,MPV
13198,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUÍDOS""",530113,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
21737,"REQUERIMENTO DE RETIRADA DE PAUTA",530191,2010,503,"MPV  N  503 2010",N,21,2011-02-23,MPV
23632,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",521043,2008,306,"PLP  N  306 2008",S,255,2011-09-21,PLP
29029,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",530095,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
14239,"REQUERIMENTO DE RETIRADA DE PAUTA",523277,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
6228,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",532150,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
18467,"REQUERIMENTO DE RETIRADA DE PAUTA",521987,2011,532,"MPV  N  532 2011",N,206,2011-08-16,MPV
23898,"DVS - PSDB - § 3º DO ART. 8º DO PLV",530007,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
8880,"DVS - DEM - EMENDA Nº 34",524943,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
4693,"REQUERIMENTO DE RETIRADA DE PAUTA",520162,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
8130,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)",524218,2011,382,"PL   N  382 2011",N,14,2011-02-16,PL
20291,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",532148,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
3998,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",532458,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
3693,"DVS - DEM - ART. 23 DO PLV",526207,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
18067,"DVS - DEM - CAPÍTULO I DO PLV",530084,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
9783,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES",532149,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
12883,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",530030,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
24788,"DVS - DEM - EMENDA Nº 28",530179,2011,1209,"PL   N  1209 2011",N,228,2011-08-31,PL
1045,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",530020,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
23841,"REQUERIMENTO DE RETIRADA DE PAUTA",522109,2011,532,"MPV  N  532 2011",N,208,2011-08-17,MPV
23873,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",522109,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
8702,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",530027,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
27420,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUÍDOS""",523758,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
15482,"DVS - PSDB - ART. 9º DO PLV",530087,2011,527,"MPV  N  527 2011",N,168,2011-06-28,MPV
12207,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530111,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
28603,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",533313,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
20492,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530120,2010,2600,"PDC  N  2600 2010",S,60,2011-04-06,PDC
29567,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",531760,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
19270,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",525834,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
2227,"DVS - PSDB - ART. 12 DO PLV",521241,2011,532,"MPV  N  532 2011",N,209,2011-08-17,MPV
12539,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",521243,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
18091,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",530084,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
26261,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",521130,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
25703,"REQUERIMENTO DE RETIRADA DE PAUTA",530023,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
16067,"DVS - PPS - ART. 46 DO PLV",529134,2011,540,"MPV  N  540 2011",S,299,2011-10-26,MPV
6463,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",530063,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
20596,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",520301,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
7291,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",528229,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
7506,"DVS - PSDB - § 3º DO ART. 8º DO PLV",527657,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
6746,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",530079,2011,61,"PEC  N  61 2011",N,332,2011-11-22,PEC
2964,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)",522071,2011,382,"PL   N  382 2011",S,14,2011-02-16,PL
5580,"DVS - PSDB - ART. 9º DO PLV",531071,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
18308,"DVS - PSDB -  ART. 5º DO PLV",526015,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
26184,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",530122,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
29839,"REQUERIMENTO DE RETIRADA DE PAUTA",530133,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
1159,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",530104,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
13670,"SUBSTITUTIVO DA COMISSÃO ESPECIAL",524833,2011,1749,"PL   N  1749 2011",S,252,2011-09-20,PL
7408,"REQUERIMENTO DE RETIRADA DE PAUTA",530190,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
24801,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",530179,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
2270,"REQUERIMENTO DE RETIRADA DE PAUTA",520520,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
3098,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",530168,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
22275,"REQUERIMENTO DE RETIRADA DE PAUTA",528890,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
28043,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",531878,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
2264,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",520520,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
496,"DVS - DEM - CAPÍTULO I DO PLV",530164,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
4834,"REQUERIMENTO DE RETIRADA DE PAUTA",533130,2011,61,"PEC  N  61 2011",O,314,2011-11-08,PEC
24324,"DVS - PSDB - EMENDA Nº 8",520737,2011,539,"MPV  N  539 2011",N,273,2011-10-05,MPV
8478,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",533082,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
17138,"REQUERIMENTO DE RETIRADA DE PAUTA",523066,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
15657,"REQUERIMENTO DE RETIRADA DE PAUTA",530214,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
15763,"PROJETO DE DECRETO LEGISLATIVO",530198,2011,47,"PDC  N  47 2011",O,229,2011-09-01,PDC
18914,"REQUERIMENTO DE RETIRADA DE PAUTA",530162,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
4965,"REQUERIMENTO DE RETIRADA DE PAUTA",528009,2011,533,"MPV  N  533 2011",N,217,2011-08-24,MPV
6999,"DVS - PV-PPS - EMENDA 64",530072,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
22175,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",530194,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
20060,"DVS - DEM - CAPÍTULO I DO PLV",527640,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
24037,"REQUERIMENTO DE RETIRADA DE PAUTA",530064,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
203,"REQUERIMENTO DE RETIRADA DE PAUTA",525500,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
17652,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",530209,2011,61,"PEC  N  61 2011",O,317,2011-11-09,PEC
11944,"DVS - PSDB - EMENDA Nº 3",527082,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
19207,"PROJETO DE LEI DE CONVERSÃO",522922,2011,527,"MPV  N  527 2011",S,154,2011-06-15,MPV
5944,"DVS - PMDB - EMENDA Nº 164",523144,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
17614,"PROJETO DE LEI DE CONVERSÃO",530209,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
24320,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",520737,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
21207,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES",522117,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
18627,"DVS - PMDB - EMENDA Nº 164",530180,1999,1876,"PL   N  1876 1999",N,123,2011-05-24,PL
20413,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",523597,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
1589,"EMENDA Nº 1",526612,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
15663,"REQUERIMENTO DE RETIRADA DE PAUTA",530214,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
11403,"DVS - DEM - ART. 24 DO PLV",530178,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
15272,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",530662,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
13432,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530041,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
5119,"DVS - DEM - EMENDA Nº 22",522329,2011,382,"PL   N  382 2011",S,13,2011-02-16,PL
17346,"REQUERIMENTO DE RETIRADA DE PAUTA",530015,2011,533,"MPV  N  533 2011",N,218,2011-08-24,MPV
29143,"REQUERIMENTO DE RETIRADA DE PAUTA",526520,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
20281,"REQUERIMENTO DE RETIRADA DE PAUTA",532148,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
20061,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",527640,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
24334,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",520737,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
25545,"REQUERIMENTO DE RETIRADA DE PAUTA",530009,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
11595,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",522840,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
12170,"DVS - PPS - EXP "" OU QUE VIEREM A SER CRIADOS... LEGAIS "" CAPUT ART. 76",521856,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
12477,"DVS - PSDB - EMENDA Nº 18",525097,2004,3937,"PL   N  3937 2004",S,274,2011-10-05,PL
20175,"DVS - PSDB - ART. 12 DO PLV",531922,2011,532,"MPV  N  532 2011",S,209,2011-08-17,MPV
21867,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",525873,2010,511,"MPV  N  511 2010",N,59,2011-04-06,MPV
21004,"REQUERIMENTO DE RETIRADA DE PAUTA",530175,2011,533,"MPV  N  533 2011",O,217,2011-08-24,MPV
14081,"SUBSTITUTIVO DA COMISSÃO ESPECIAL",524585,2011,1749,"PL   N  1749 2011",S,252,2011-09-20,PL
1003,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530181,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
11677,"REQUERIMENTO DE RETIRADA DE PAUTA",523097,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
4381,"REQUERIMENTO DE RETIRADA DE PAUTA",520852,2010,511,"MPV  N  511 2010",O,57,2011-04-05,MPV
10143,"DVS - PSDB - ART. 9º DO PLV",531070,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
7161,"REQUERIMENTO DE RETIRADA DE PAUTA",527378,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
5719,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",521713,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
19777,"REQUERIMENTO DE RETIRADA DE PAUTA",523624,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
13224,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",530152,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
13095,"DVS - PSDB - ART. 20 DO PLV",530158,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
27170,"REQUERIMENTO DE RETIRADA DE PAUTA",530193,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
5043,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",530052,2011,61,"PEC  N  61 2011",O,313,2011-11-08,PEC
4103,"DVS - PSDB - EMENDA Nº 1",530941,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
11092,"REQUERIMENTO DE RETIRADA DE PAUTA",524520,1999,1876,"PL   N  1876 1999",N,107,2011-05-11,PL
11904,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",526079,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
14450,"DVS - DEM - EMENDA Nº 28",525000,2011,1209,"PL   N  1209 2011",N,228,2011-08-31,PL
23099,"REQUERIMENTO DE RETIRADA DE PAUTA",530896,2011,532,"MPV  N  532 2011",N,206,2011-08-16,MPV
22832,"REQUERIMENTO DE RETIRADA DE PAUTA",530171,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
6126,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",528021,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
784,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",522696,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
